numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 5
numberOfBRTPFRequestsIssuedAtCache, 2
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 40
numberOfBRTPFRequestsIssuedAtCache, 56
numberOfBRTPFRequestsIssuedAtCache, 12
numberOfBRTPFRequestsIssuedAtCache, 77
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 68
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 16
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 1
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 59
numberOfBRTPFRequestsIssuedAtCache, 9
numberOfBRTPFRequestsIssuedAtCache, 122
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 5
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 56
numberOfBRTPFRequestsIssuedAtCache, 12
numberOfBRTPFRequestsIssuedAtCache, 76
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 67
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 14
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 1
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 59
numberOfBRTPFRequestsIssuedAtCache, 9
numberOfBRTPFRequestsIssuedAtCache, 122
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 5
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 57
numberOfBRTPFRequestsIssuedAtCache, 13
numberOfBRTPFRequestsIssuedAtCache, 76
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 68
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 16
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 1
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 59
numberOfBRTPFRequestsIssuedAtCache, 9
numberOfBRTPFRequestsIssuedAtCache, 122
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 3
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 41
numberOfBRTPFRequestsIssuedAtCache, 55
numberOfBRTPFRequestsIssuedAtCache, 13
numberOfBRTPFRequestsIssuedAtCache, 78
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 69
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 0
numberOfBRTPFRequestsIssuedAtCache, 4
numberOfBRTPFRequestsIssuedAtCache, 0
